ResponseId,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,A.S. Student Advocate General,Collegiate Senator - Engineering,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. Transfer Senator,A.S. Transfer Senator
Response ID,Brooke Kopel - Campus United,"Justice ""For All"" Dumlao - Isla Vista Party",Anthony Pimentel - Campus United,Steven Ho - Isla Vista Party,Jeike Meijer - Isla Vista Party,Sophia Dycaico - Campus United,Madeline Loudon - Campus United,Mayela Morales - Isla Vista Party,"Grecia ""grec"" Martinez - Independent",Rose Ettleson - Independent,Alex Funk - Campus United,"Allison ""Alli"" Adam - Campus United",Emily Quach - Campus United,Gabriella Shofet - Campus United,"Joshua ""Josh"" Takeuchi - Campus United","Ricardo ""Ricky"" Uribe - Isla Vista Party","Xochitl ""Xo"" Briseno - Isla Vista Party",Adam Chohan - Campus United,"Alexander ""Alex"" Young - Campus United","Alexis ""Lexi"" Bettencourt - Campus United","Amy ""Amy"" Zhou - Campus United",Andrew Nguyen - Campus United,Ashley Ng - Isla Vista Party,Carla Cernat - Campus United,Christian Ornelas - Isla Vista Party,Dallin Mello - Isla Vista Party,"Diego ""D"" Cobos - Isla Vista Party","Gabriel ""Gabe"" Etaat - Isla Vista Party","Jalia ""Jolly"" Carlton-Carew - Isla Vista Party",Jasmine Palmerin - Isla Vista Party,"Mordi ""Mordi"" Shadpour - Campus United",Nicole Estess - Campus United,"Rafael ""Rafa"" Cornejo - Isla Vista Party",Ryan Clark - Isla Vista Party,"Salvador ""Sal"" Hernandez Arellano - Isla Vista Party",Sarah Eizner - Campus United,Sydney Karmes-Wainer - Campus United,Yara Khamis - Campus United,Zachary Zeising - Campus United,Diego Reyes - Isla Vista Party,Eric Moon - Campus United,"Joel ""Joey"" Medina - Isla Vista Party",Lea Toubian - Campus United,Melissa Perez - Isla Vista Party,Sam Melamed - Campus United,Yasamin Salari - Isla Vista Party,Yash Nagpal - Campus United,Zion Solomon - Isla Vista Party,Anthony Hernandez - Campus United,Vanessa Maldonado - Isla Vista Party,Juan Ornelas - Isla Vista Party,Nima Bencohen - Campus United
R_00000000003521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003522,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003523,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003524,2,1,1,2,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003525,1,2,2,1,2,1,1,2,1,2,1,,,,,,,4,8,5,2,10,,1,,,,,,,6,3,,,,7,12,11,9,,,,,,,,,,,,,
R_00000000003526,2,1,2,1,1,2,1,2,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,,,3,,5,,,,
R_00000000003527,2,1,2,1,1,2,2,1,1,2,,,,,,2,1,,,,,,6,,4,10,1,5,7,3,,,9,8,2,,,,,,,,,,,,,,,,,
R_00000000003528,,,2,1,1,2,2,1,2,1,,,,,2,3,1,12,11,,,,7,10,,3,6,8,5,,,,1,4,2,,,9,,,,,,,,,,,,,,
R_00000000003529,2,1,2,1,1,2,2,1,2,1,,4,3,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
R_00000000003530,,1,,1,1,,,1,1,,,,,3,,2,1,,,,,,5,,3,4,6,10,7,2,,,1,9,8,,,,,,,,,,,,,,,,,
R_00000000003531,,1,,,1,,,1,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
R_00000000003532,2,1,1,2,1,2,2,1,1,2,,,,3,4,2,1,,,,,1,,4,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,
R_00000000003533,,1,,1,1,,,1,,,,2,4,3,,,1,,,,,,2,,4,5,3,,,1,,,6,,,,7,,,,,,,,,,,,,,,
R_00000000003534,2,1,2,1,1,2,2,1,1,2,,4,,3,,1,2,,,,,,,,8,7,2,9,3,4,,,5,6,1,11,10,12,,,,,,,,,,,,,,
R_00000000003535,,1,1,,1,,,1,1,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
R_00000000003536,1,2,2,1,1,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,,2,4,3,,,,
R_00000000003537,1,,1,,,1,1,,,,,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
R_00000000003538,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003539,2,1,2,1,1,2,2,1,1,2,,3,,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,4,,2,,1,,,,
R_00000000003540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,2,,,,
R_00000000003542,1,2,1,2,2,1,1,2,1,2,,1,4,2,3,,,,,5,4,,,2,,,,,,,1,,,,,,3,,,,,,,,,,,,,,2,1
R_00000000003543,2,1,1,2,1,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
R_00000000003544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003545,1,2,2,1,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003546,,1,,1,1,,,1,1,,,4,3,,,1,2,,,,,,,,,,,,,,,,,,,,,,,2,,5,,1,,4,,3,,,,
R_00000000003547,2,1,2,1,1,2,2,1,1,2,,,,,,,,,,,,,1,,5,,,,4,2,,,3,,,,,,,,,,,,,,,,,,,
R_00000000003548,1,2,1,2,2,1,1,2,1,2,,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,1,5,3,,,,,
R_00000000003549,1,,1,,,1,1,,,1,,3,,2,1,,4,2,9,7,,,,6,11,,,,,,3,10,,12,,8,4,5,1,,,,,,,,,,,,,
R_00000000003550,1,2,1,2,2,1,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000003551,2,1,2,1,1,2,2,1,2,1,,3,4,,,2,1,,,,,,,,,,,,,,,,,,,,,,,5,,4,,1,,2,,3,,,,
R_00000000003552,,1,,1,1,,,1,1,,,,,,,2,1,,,,,,8,,7,9,3,2,6,1,,,5,10,4,,,,,,,,,,,,,,,,,
R_00000000003553,2,1,2,1,1,2,2,1,2,1,,,3,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000003554,2,1,2,1,2,1,,1,1,2,,4,2,3,,,1,4,5,,,6,,7,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,
R_00000000003555,1,2,,,,,,1,2,1,,,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,5,,2,3,1,,,,,
R_00000000003556,2,1,2,1,2,1,2,1,1,2,,,3,,2,4,1,,,,,,,,,,,,,,,,,,,,,,,3,,4,,1,5,2,,,,,,
R_00000000003557,,,,,1,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
R_00000000003558,1,2,2,1,2,1,1,2,2,1,,2,1,3,4,,,2,,1,4,3,9,12,,10,,,,11,,5,,,,7,6,8,,,,,,,,,,,,,,
R_00000000003559,2,1,2,1,1,2,2,1,1,2,,,3,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,5,3,4,2,,,1,,,,,,
R_00000000003560,1,,1,,,1,1,,,1,,4,2,1,3,,,10,9,2,7,3,,5,,,,,,,6,1,,,,8,12,4,11,,,,,,,,,,,,,
R_00000000003561,2,1,1,2,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,2,,,,1,,,,
R_00000000003562,1,2,1,2,2,1,1,2,,,,2,3,4,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
R_00000000003563,1,2,2,1,2,1,2,1,2,1,,1,,,2,3,4,,,,,,,,,,3,,1,,,4,,2,,,,,,,,,,,,,,,,,,
R_00000000003564,1,2,1,2,2,1,2,1,2,1,,2,3,1,4,,,11,4,8,1,9,,5,,,,,,,3,6,,,,10,12,7,2,,,,,,,,,,,,,
R_00000000003565,2,1,2,1,1,2,2,1,1,2,,,,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2
R_00000000003566,1,2,1,2,2,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,2,5,1,,,,,
R_00000000003567,2,1,2,1,1,2,2,1,1,2,,2,1,3,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003568,1,2,1,2,1,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,2,5,3,,,,,,
R_00000000003569,,1,,1,1,,2,1,1,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,4,,3,,5,,2,,1,,,,
R_00000000003570,2,1,2,1,1,2,2,1,1,2,,,3,,4,2,1,,,,,,7,,10,1,9,4,5,3,,,2,6,8,,,,,,,,,,,,,,,,,
R_00000000003571,1,2,2,1,2,1,2,1,1,2,,2,,1,3,,4,,4,12,5,,,9,7,3,,,,1,2,8,,,,6,,11,10,,,,,,,,,,,,,
R_00000000003572,2,1,2,1,1,,2,1,1,2,1,,,,,,,6,7,3,,,,9,,,5,,11,8,,,10,12,,,4,2,1,,,,,,,,,,,,,
R_00000000003573,1,2,1,2,2,1,1,2,,,,2,4,1,3,,,2,11,10,12,6,,8,,,,,,,7,5,,,,3,9,1,4,,,,,,,,,,,,,
R_00000000003574,,1,,1,1,,1,,1,,,3,,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1
R_00000000003575,,1,,1,1,,,1,1,,,3,,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,2,,3,,1,,4,,5,,,,
R_00000000003576,1,,1,,,1,1,,1,,,1,2,4,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003578,2,1,2,1,1,2,2,1,1,2,,4,,3,,1,2,,,,,,4,,,2,,,3,6,,,7,1,5,,,,,,,,,,,,,,,,1,2
R_00000000003579,1,2,2,1,1,2,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,4,,,1,5,,,,
R_00000000003580,1,2,,,1,,,,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000003581,2,1,2,1,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003582,2,1,,,1,2,2,1,1,,,,1,2,4,,3,,,3,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,
R_00000000003583,1,2,1,2,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003584,,1,,1,1,,,1,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003585,,1,,1,1,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,4,,1,,,,
R_00000000003586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003587,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003588,1,,1,,,1,1,,,1,,3,4,1,2,,,5,2,6,11,9,,12,,,,,,,1,10,,,,4,3,7,8,,,,,,,,,,,,,
R_00000000003589,1,,1,,,1,1,,,1,,,,,,,,,,,2,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,
R_00000000003590,2,1,1,2,2,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,5,,,4,1,,,,
R_00000000003591,2,1,2,1,1,2,2,1,,1,,,,4,3,2,1,,,,,,5,,6,10,9,7,4,8,,,1,3,2,,,,,,,,,,,,,,,,,
R_00000000003592,1,2,1,2,1,2,1,2,2,1,,,,,,,,,,1,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,
R_00000000003593,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
R_00000000003594,2,1,2,1,1,2,1,2,1,2,,,3,2,,4,1,8,,,,,6,,1,4,12,9,3,11,,7,5,,,,2,10,,,,,,,,,,,,,,
R_00000000003595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003596,2,1,1,2,1,2,2,1,1,2,,4,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2
R_00000000003597,1,2,1,2,2,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,2,,1,4,3,,,,
R_00000000003598,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003599,2,1,2,1,1,2,2,1,2,1,,,,4,3,1,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003600,2,1,,,,,,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
R_00000000003601,1,2,1,2,2,1,1,2,2,1,,2,4,1,3,,,6,8,12,2,10,,5,,,,,,,3,7,,,,11,1,9,4,,,,,,,,,,,,2,1
R_00000000003602,1,,2,1,2,1,1,2,1,2,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1
R_00000000003603,2,1,2,1,1,2,2,1,1,2,,,4,3,,2,1,,,,,,2,,1,4,5,9,8,,,,3,7,6,,,,,,,,,,,,,,,,,
R_00000000003604,2,1,2,1,1,2,2,1,1,2,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,3,,4,,5,,1,,2,,,,
R_00000000003605,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003606,2,1,2,1,1,2,2,1,1,2,,4,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,4,,2,,,,
R_00000000003607,1,2,1,2,2,1,1,2,,,,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,3,,4,,,,,
R_00000000003608,,1,,,,,,,1,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003610,1,2,2,1,2,1,2,1,1,2,,1,3,4,,,2,,,12,3,,7,11,,,,,5,9,2,10,,4,,,8,1,6,,,,,,,,,,,,,
R_00000000003611,1,2,1,2,2,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003612,2,1,1,2,2,1,1,2,2,1,,2,,,4,3,1,,,5,,,,,9,6,1,,4,7,,,8,3,2,,,,,,,,,,,,,,,,,
R_00000000003613,2,1,,,1,2,2,1,1,2,,,,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,2,,3,,4,,5,,1,,,,
R_00000000003614,2,1,2,1,1,2,2,1,2,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003615,2,1,2,1,1,2,2,1,2,1,,3,4,,,1,2,,,,,,,,,,,,,,,,,,,,,,,3,,5,,2,,4,,1,,,,
R_00000000003616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003617,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003618,2,1,2,1,1,2,2,1,2,1,,2,4,,,1,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,4,,2,5,1,,,,
R_00000000003619,1,2,1,2,2,1,1,2,1,2,,4,2,3,1,,,9,5,11,4,10,,2,,,,,,,1,8,,,,7,6,12,3,,,,,,,,,,,,,
R_00000000003620,2,1,2,1,1,2,2,1,1,2,,,1,,4,2,3,,,,,,,,,,,,,,,,,,,,,,,5,4,,2,,,,3,1,,,,
R_00000000003621,2,1,2,1,1,2,2,1,1,2,,4,,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,4,,2,,3,,5,,1,,,,
R_00000000003622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003623,1,2,1,2,2,1,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003624,1,2,2,1,2,1,2,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003625,1,2,2,1,1,2,2,1,1,2,,1,3,4,,,2,,,5,1,,12,4,,,,8,2,7,,10,3,,,9,6,11,,,,,,,,,,,,,,
R_00000000003626,1,2,1,2,2,1,2,1,2,1,,4,,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,5,1,,4,,,,
R_00000000003627,1,2,1,2,2,1,1,2,2,1,,1,,2,,4,3,,,,,,,1,,,,4,,,,,,3,,,,,2,,,,,,,,,,,,,
R_00000000003628,1,2,2,1,1,2,2,1,1,2,,1,3,,2,4,,6,,12,3,,8,,,,1,4,,,,9,7,10,2,,11,5,,,,,,,,,,,,,,1
R_00000000003629,1,2,2,1,2,1,1,2,2,1,,2,3,,1,,4,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,2,3,5,,,,
R_00000000003630,1,2,2,1,2,1,2,1,1,2,,1,2,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,,1,,2,,,,,
R_00000000003631,1,2,2,1,2,1,2,1,1,2,,4,,3,,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000003632,1,,1,,,1,1,,,1,,2,3,1,4,,,7,1,4,2,3,,11,,,,,,,5,12,,,,9,6,8,10,,,,,,,,,,,,,
R_00000000003633,2,1,2,1,1,2,2,1,1,2,,4,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1
R_00000000003634,1,2,1,2,2,1,1,2,1,2,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
R_00000000003635,1,,1,,,1,1,,,1,,3,2,1,4,,,4,2,9,7,12,,11,,,,,,,1,10,,,,6,5,8,3,,,,,,,,,,,,,
R_00000000003636,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
R_00000000003637,2,1,2,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003638,2,1,2,1,1,2,2,1,,,,4,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,5,,4,1,,,,
R_00000000003639,1,2,1,2,2,1,1,2,1,2,,1,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003640,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,
R_00000000003641,1,2,1,2,2,1,1,2,1,2,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,5,4,,1,2,,,,,
R_00000000003642,,,,,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1
R_00000000003643,2,1,2,1,1,2,2,1,1,2,,,,,,1,2,,,,,,3,,5,4,8,,6,9,,,1,7,2,,,,,,,,,,,,,,,,,
R_00000000003644,2,1,1,2,1,2,1,2,,,,2,,3,1,4,,,7,2,,,4,,,,6,,,,1,5,,,,3,,,,,,,,,,,,,,,,
R_00000000003645,1,,1,,,1,1,,,1,,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003646,2,1,2,1,1,2,2,1,2,1,,,,,,2,1,,,,,,4,,1,,2,,,,,,,,3,,,,,,,,,,,,,,,,,
R_00000000003647,,1,,1,1,,1,,1,,,,3,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000003648,2,1,2,1,1,2,2,1,1,2,,,4,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,,3,,2,,,,
R_00000000003649,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003650,2,1,2,1,1,,2,1,2,1,,2,,,,,1,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000003651,1,,1,,,1,,1,,,,1,4,2,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
R_00000000003652,,1,,1,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003653,2,1,2,1,1,2,,1,1,2,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,4,,2,,,,3,,1,,,,
R_00000000003654,2,1,2,1,1,2,2,1,1,2,,,3,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,3,5,,,2,,4,,1,,,,
R_00000000003655,1,,1,,,1,1,,,1,,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,4,,2,,,,,
R_00000000003656,,1,,1,1,,,1,1,,,,,,,2,1,,,,,,9,,3,7,1,6,4,5,,,10,8,2,,,,,,,,,,,,,,,,,
R_00000000003657,1,,1,,,1,1,,,,,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,3,,4,,,,,
R_00000000003658,2,1,2,1,1,2,2,1,1,2,,,3,4,,2,1,,,,12,,5,,4,9,1,3,2,8,11,,10,7,6,,,,,,,,,,,,,,,,,
R_00000000003659,2,1,2,1,1,2,2,1,2,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,4,,1,,5,,2,,3,,,,
R_00000000003660,1,2,2,1,2,1,2,1,2,1,,1,2,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,1,,5,,2,,,,
R_00000000003661,1,2,2,1,1,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,,,4,1,,,,,
R_00000000003662,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,5,,4,,1,,,,,
R_00000000003663,1,2,1,2,2,1,1,2,1,2,,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000003664,1,2,2,1,2,1,1,2,2,1,,,4,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,,,,1,3,,,,
R_00000000003665,2,1,1,2,1,2,2,1,1,2,,,,,3,2,1,2,3,,,,10,,8,11,,,4,12,,,5,9,1,7,6,,,,,,,,,,,,,,,
R_00000000003666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003667,1,2,1,2,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003668,,1,,1,1,,,1,,,,,,,,2,1,,,,,,4,,6,10,9,8,5,2,,,1,3,7,,,,,,,,,,,,,,,,,
R_00000000003669,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003670,2,1,,1,1,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003672,1,2,2,1,2,1,1,2,1,2,,,2,3,4,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003673,2,1,2,1,1,2,2,1,1,2,,,4,3,,2,1,,,11,,,1,,5,4,3,7,2,8,,12,9,10,6,,,,,,,,,,,,,,,,,
R_00000000003674,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000003675,2,1,2,1,1,2,2,1,1,2,,,3,,4,1,2,,,,,,4,,7,9,6,2,10,3,,,5,1,8,,,,,,,,,,,,,,,,,
R_00000000003676,1,,1,,,1,1,,1,2,,1,4,2,3,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
R_00000000003677,1,,1,,,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
R_00000000003678,2,1,2,1,,,1,2,,,,,,,,,,3,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,
R_00000000003679,2,1,2,1,1,2,2,1,1,2,,3,4,2,,,1,,,,,,5,,2,10,,,4,3,12,1,7,,,8,6,9,11,,,,,,,,,,,,,
R_00000000003680,,1,,1,,1,,1,,,,,2,3,1,,4,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,
R_00000000003681,2,1,1,2,2,1,2,1,,1,,,4,,1,3,2,,10,,,,5,8,4,,2,,1,6,11,,9,3,12,7,,,,,,,,,,,,,,,,
R_00000000003682,1,2,1,2,1,2,2,1,1,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000003683,2,1,2,1,2,1,2,1,2,1,,4,2,,1,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
R_00000000003684,1,,1,,,1,1,,,1,,4,1,2,3,,,9,,10,2,3,,5,,,,,,,4,6,,,,8,,1,7,,,,,,,,,,,,,
R_00000000003685,1,2,1,2,2,1,1,2,2,1,,1,3,4,2,,,6,,9,7,3,,4,,,,,,,2,5,,1,,11,8,12,10,,,,,,,,,,,,,
R_00000000003686,1,,1,,,1,1,,,,,,3,1,2,,,4,3,5,9,6,,2,,,,,,,1,8,,,,,10,7,11,,,,,,,,,,,,,
R_00000000003687,2,1,2,1,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
